_RAJ2000, _DEJ2000, ObjType, ObjName, RAICRS, DEICRS, plx, e_plx, r_plx, pmRA, e_pmRA, pmDE, e_pmDE, r_pmDE, RV, e_RV, r_RV, SpType, GCode, Gmag, Gest, GBPmag, GRPmag, Umag, Bmag, Vmag, Rmag, Imag, Jmag, Hmag, Ksmag, GaiaDR2, GaiaEDR3, SIMBAD, Common, GJ, HD, HIP
082.86414910530, -03.67722889023, LM    , HD 36395                    , 082.867541115, -03.686527602, 175.3131,   0.0204, 2020yCat.1350....0G            ,    761.630901598,      0.017988190,  -2092.208719837,      0.013469684, 2020yCat.1350....0G           ,    8.6310,    0.0132, 2018A&A...616A...7S, M1.5    ,  3,  7.10829,       ,  8.19139,  6.06954, 10.626,  9.443,  7.968,  6.996,  5.913,  4.830,  4.050,  3.900, 3209938366665770752, 3209938366665770752, HD 36395                  ,                  , GJ 205    , HD 36395    , HIP 25878
063.83143200000, -09.58518700000, BD    , 2MASSI J0415195-093506      , 063.831432000, -09.585187000, 175.2000,   1.7000, 2012ApJS..201...19D            ,   2214.300000000,      1.200000000,    535.900000000,      1.200000000, 2012ApJS..201...19D           ,          ,          ,                    , T8      , 20,         ,  23.79,         ,         ,       ,       ,       ,       ,       , 15.695, 15.537, 15.429,                    ,                    , 2MASSI J0415195-093506    ,                  ,           ,             , 
092.64422889956, -21.86462676447, LM    , GJ 229 A                    , 092.643579082, -21.867823113, 173.5740,   0.0170, 2020yCat.1350....0G            ,   -135.691607948,      0.010703687,   -719.178133955,      0.017082140, 2020yCat.1350....0G           ,    4.7340,    0.0006, 2018A&A...616A...7S, M1      ,  3,  7.31347,       ,  8.36583,  6.29155, 10.801,  9.607,  8.125,  7.164,  6.121,  5.104,  4.390,  4.170, 2940856402123426176, 2940856402123426176, HD 42581                  ,                  , GJ 229 A  , HD 42581 A  , HIP 29295
092.64357908200, -21.86782311300, Planet, GJ 229 A b                  , 092.643579082, -21.867823113, 173.5740,   0.0170, FROM:GJ229A                    ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
092.64357908200, -21.86782311300, Planet, GJ 229 A c                  , 092.643579082, -21.867823113, 173.5740,   0.0170, FROM:GJ229A                    ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
092.64500000000, -21.86666666700, BD    , GJ 229 B                    , 092.645000000, -21.866666667, 173.1900,   1.1200, 2012ApJ...752...56F            ,   -137.000000000,      0.900000000,   -714.100000000,      0.600000000, 2009AJ....137....1F           ,          ,          ,                    , T7pec   , 20,         ,  23.81,         ,         ,       ,       ,       ,       ,       , 14.010, 14.360, 14.360,                    ,                    , HD 42581B                 ,                  , GJ 229 B  , HD 42581 B  , 
293.08995920767, +69.66117661301, *     , sig Dra                     , 293.097598051, +69.653451063, 173.4939,   0.0748, 2020yCat.1350....0G            ,    597.384237970,      0.115345165,  -1738.286102386,      0.102162820, 2020yCat.1350....0G           ,   26.7340,    0.0057, 2018A&A...616A...7S, G9      ,  3,  4.44904,       ,  4.85949,  3.86517,  5.860,  5.460,  4.680,  4.040,  3.630,  3.420,  3.039,  2.830, 2261614264930275072, 2261614264931057664, sig Dra                   , Alsafi           , GJ 764    , HD 185144   , HIP 96100
085.53861536415, +12.48933467652, LM    , Ross 47                     , 085.547707595, +12.482359918, 172.6762,   0.0286, 2020yCat.1350....0G            ,   1997.341870123,      0.029268274,  -1569.354946897,      0.019930467, 2020yCat.1350....0G           ,  105.8790,    0.0158, 2018A&A...616A...7S, M4      ,  3, 10.11378,       , 11.74363,  8.87373, 14.264, 13.130, 11.509, 10.298,  8.709,  7.124,  6.627,  6.389, 3340477717172813568, 3340477717172813568, Ross 47                   , V1352 Ori        , GJ 213    ,             , HIP 26857
224.36666996567, -21.41547979566, *     , GJ 570 A                    , 224.371594273, -21.423140396, 169.8843,   0.0653, 2020yCat.1350....0G            ,   1031.471869482,      0.067611910,  -1723.618902938,      0.054780820, 2020yCat.1350....0G           ,   26.9870,    0.0024, 2018A&A...616A...7S, K4      ,  3,  5.36404,       ,  5.96063,  4.63702,  7.890,  6.830,  5.720,  4.740,  4.190,  3.830,  3.230,  3.100, 6232511606838403968, 6232511606838403968, GJ 570 A                  , KX Lib           , GJ 570 A  , HD 131977   , HIP 73184
224.36083189746, -21.41141611929, LM    , GJ 570 B                    , 224.365423364, -21.418873204, 168.7700,  21.5400, 2007A&A...474..653V            ,    961.780000000,     20.680000000,  -1677.830000000,     16.800000000, 2007A&A...474..653V           ,          ,          ,                    , M1      ,  3,  7.24920,       ,  8.30323,  6.15224, 10.759,  9.559,  8.065,  7.075,  9.020,  4.550,  3.910,  3.800, 6232511675556408320, 6232511675556408320, GJ 570 B                  ,                  , GJ 570 B  , HD 131976   , HIP 73182
224.36083189746, -21.41141611929, LM?   , GJ 570 C                    , 224.365423364, -21.418873204, 168.7700,  21.5400, FROM:GJ570B                    ,    961.780000000,     20.680000000,  -1677.830000000,     16.800000000, FROM:GJ570B                   ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , GJ 570 C                  ,                  , GJ 570 C  ,             , 
224.31234400000, -21.36326400000, BD    , GJ 570 D                    , 224.312344000, -21.363264000, 169.3000,   1.7000, 2012ApJ...752...56F            ,   1038.080000000,      4.340000000,  -1677.690000000,      3.570000000, 2016AJ....152...24W           ,          ,          ,                    , T7      , 20,         ,  23.86,         ,         ,       ,       ,       ,       ,       , 15.324, 15.268, 15.242,                    ,                    , GJ 570 D                  ,                  , GJ 570 D  ,             , 
266.64263781470, -57.31904401139, LM    , L 205-128                   , 266.633444473, -57.325061802, 169.8042,   0.0465, 2020yCat.1350....0G            ,  -1116.909499376,      0.046071810,  -1353.927470531,      0.047451490, 2020yCat.1350....0G           ,  -42.9370,    0.0007, 2018A&A...616A...7S, M4      ,  3,  9.59227,       , 11.00100,  8.41626, 13.613, 12.420, 10.783,  9.648,  8.243,  6.855,  6.297,  6.016, 5918660719981686144, 5918660719983560192, L 205-128                 ,                  , GJ 693    ,             , HIP 86990
290.19993466530, -45.55823431819, LM    , L 347-14                    , 290.204116267, -45.571106170, 169.2351,   0.0588, 2020yCat.1350....0G            ,    658.775373074,      0.060187377,  -2896.149542993,      0.045200467, 2020yCat.1350....0G           ,          ,          ,                    , M4.5    ,  3, 10.75291,       , 12.51910,  9.47221,       , 13.930, 12.230,       ,       ,  7.661,  7.130,  6.845, 6663600360559308672, 6663600360560306560, L 347-14                  ,                  , GJ 754    ,             , 
357.30218785490, +02.40122374339, LM    , BR Psc                      , 357.306603823, +02.396917944, 169.2163,   0.0281, 2020yCat.1350....0G            ,    992.720389029,      0.035269726,   -968.806466327,      0.019325616, 2020yCat.1350....0G           ,  -71.1310,    0.0005, 2018A&A...616A...7S, M1      ,  3,  8.15292,       ,  9.21657,  7.12080, 11.532, 10.427,  8.993,  8.029,  6.946,  5.827,  5.282,  5.043, 2739689239311660672, 2739689239311660672, BR Psc                    ,                  , GJ 908    ,             , HIP 117473
289.23023570401, +05.16890015427, LM    , GJ 752 A                    , 289.227651504, +05.162976303, 169.0615,   0.0239, 2020yCat.1350....0G            ,   -579.080529659,      0.024688331,  -1332.867716354,      0.021144519, 2020yCat.1350....0G           ,   35.6120,    0.0250, 2020A&A...636A..36L, M3      ,  3,  8.09991,       ,  9.35567,  6.97715, 11.768, 10.630,  9.115,  8.076,  6.782,  5.583,  4.929,  4.673, 4293318823182081408, 4293318823182081408, GJ 752 A                  , V1428 Aql        , GJ 752 A  , HD 180617   , HIP 94761
289.22765150400, +05.16297630300, Planet, GJ 752 A b                  , 289.227651504, +05.162976303, 169.0615,   0.0239, FROM:GJ752A                    ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
289.24004564640, +05.15044470273, LM    , GJ 752 B                    , 289.237373697, +05.144373315, 168.9537,   0.0668, 2020yCat.1350....0G            ,   -598.761267442,      0.071685836,  -1366.063496986,      0.064968980, 2020yCat.1350....0G           ,   35.7310,    0.0280, 2020A&A...636A..36L, M8      ,  3, 14.30329,       , 17.74616, 12.77475,       ,       , 17.300,       ,       ,  9.908,  9.226,  8.765, 4293315765165489536, 4293315765165489536, GJ 752 B                  , vB 10            , GJ 752 B  ,             , 
233.05388462892, -41.27559178722, LM    , CD-40 9712                  , 233.046927425, -41.280174087, 168.9965,   0.0270, 2020yCat.1350....0G            ,  -1176.447023620,      0.029093288,  -1030.970334903,      0.020793993, 2020yCat.1350....0G           ,   21.4590,    0.0004, 2018A&A...616A...7S, M2.5    ,  3,  8.27418,       ,  9.56677,  7.13916, 11.918, 10.815,  9.311,  8.265,  6.947,  5.647,  5.025,  4.759, 6002807341299977216, 6002807341299977216, CD-40 9712                ,                  , GJ 588    ,             , HIP 76074
012.27622747669, +57.81517728922, *     , eta Cas A                   , 012.285227382, +57.812728126, 168.8322,   0.1663, 2020yCat.1350....0G            ,   1078.609166670,      0.126670500,   -551.133420219,      0.153100900, 2020yCat.1350....0G           ,    8.4040,    0.0037, 2018A&A...616A...7S, F9      ,  3,  3.32007,       ,  3.73551,  2.84862,  4.040,  4.020,  3.440,  2.940,  2.580,  2.370,  2.020,  1.990,  425040000951479424,  425040000962559616, eta Cas A                 , Achird           , GJ 34 A   , HD 4614 A   , HIP 3821
012.27163275078, +57.81782624171, *     , eta Cas B                   , 012.281184764, +57.815739189, 168.7186,   0.0216, 2020yCat.1350....0G            ,   1144.693394441,      0.018388271,   -469.667618530,      0.019459886, 2020yCat.1350....0G           ,   10.4500,    0.1400, 2018yCat.1345....0G, K7e     ,  3,  6.76204,       ,  7.60997,  5.85596,       ,  8.900,  7.510,  6.900,       ,       ,  4.147,  3.881,  425040000959067008,  425040000962497792, eta Cas B                 ,                  , GJ 34 B   , HD 4614 B   , 
258.83743260964, -26.60282595685, *     , 36 Oph A                    , 258.835116965, -26.607897832, 168.1303,   0.1081, 2020yCat.1350....0G            ,   -465.860774287,      0.110672740,  -1141.167694991,      0.072991980, 2020yCat.1350....0G           ,    0.4400,    0.1000, 2018A&A...619A..81H, K2      ,  3,  4.82859,       ,  5.28256,  4.22281,       ,  5.930,  5.080,       ,       ,       ,       ,       , 4109030160308320128, 4109030160308317312, 36 Oph A                  , Guniibuu         , GJ 663 A  , HD 155886   , 
258.83659853542, -26.60169922403, *     , 36 Oph B                    , 258.834120178, -26.606806615, 168.0031,   0.1343, 2020yCat.1350....0G            ,   -498.600199899,      0.123049960,  -1149.158142502,      0.086292620, 2020yCat.1350....0G           ,    0.1000,    0.1300, 2018A&A...619A..81H, K1      ,  3,  4.83134,       ,  5.28740,  4.22910,       ,  5.880,  5.030,       ,       ,       ,       ,       , 4109030160308317312, 4109030160308320128, 36 Oph B                  ,                  , GJ 663 B  , HD 155885   , HIP 84405
259.05567672565, -26.54614904550, *     , 36 Oph C                    , 259.053294100, -26.551146095, 167.9617,   0.0311, 2020yCat.1350....0G            ,   -479.573232740,      0.031484798,  -1124.331683365,      0.019801429, 2020yCat.1350....0G           ,   -0.0900,    0.0800, 2018A&A...619A..81H, K5      ,  3,  5.88986,       ,  6.53097,  5.11613,       ,  7.500,  6.340,       ,  4.800,  4.155,       ,  3.466, 4109034455276324608, 4109034455276324608, 36 Oph C                  ,                  , GJ 664    , HD 156026   , HIP 84478
258.03199902881, +45.66628122663, LM    , GJ 661 A                    , 258.034215984, +45.659059737, 167.2900,   5.2000, 2007A&A...474..653V            ,    348.590000000,      5.680000000,  -1624.840000000,      6.800000000, 2007A&A...474..653V           ,  -30.9000,    0.5000, 2016A&A...596A.116S, M3      ,  3,  8.86010,       ,  9.60775,  7.13637,       , 10.250,  9.523,  9.300,       ,  5.550,  5.066,  4.834, 1364668825433454848, 1364668825433448704, GJ 661                    , Furuhjelm 46 A   , GJ 661 A  , HD 155876 A , HIP 84140
258.03199902881, +45.66628122663, LM?   , GJ 661 B                    , 258.034215984, +45.659059737, 167.2900,   5.2000, FROM:GJ661A                    ,    348.590000000,      5.680000000,  -1624.840000000,      6.800000000, FROM:GJ661                    ,          ,          ,                    ,         ,  3,  9.18250,       ,  9.64092,  7.12350,       ,       ,       ,       ,       ,       ,       ,       ,                    , 1364668825433435776, GJ 661                    , Furuhjelm 46 B   , GJ 661 B  , HD 155876 B , 
116.16738460281, +03.55246534050, LM    , YZ CMi                      , 116.165835931, +03.550484445, 166.9769,   0.0343, 2020yCat.1350....0G            ,   -347.781601335,      0.040002080,   -445.701779935,      0.024873430, 2020yCat.1350....0G           ,   26.7070,    0.0320, 2020A&A...636A..36L, M4e     ,  3,  9.69221,       , 11.41693,  8.41989, 13.761, 12.831, 11.225,  9.958,  8.263,  6.581,  6.005,  5.698, 3136952686035250688, 3136952686035250688, YZ CMi                    ,                  , GJ 285    ,             , HIP 37766
235.46788255468, -22.84019495629, BD    , WISE J154151.65-225024.9    , 235.463692000, -22.840586000, 166.9000,   2.0000, 2021ApJS..253....7K            ,   -902.800000000,      0.900000000,    -91.400000000,      0.900000000, 2021ApJS..253....7K           ,          ,          ,                    , Y0.5    , 20,         ,  23.78,         ,         ,       ,       ,       ,       ,       , 20.990, 21.070, 21.700,                    ,                    , WISE J154151.65-225024.9  ,                  ,           ,             , 
003.86649433645, -16.13387060207, LM    , G 158-50 A                  , 003.869880269, -16.136571651, 166.6000,   0.3000, 2016AJ....152..141B            ,    731.830000000,     12.810000000,   -607.730000000,      5.520000000, 2007A&A...474..653V           ,  -26.4300,    0.1000, 2002ApJS..141..503N, M4      ,  3, 10.26700,       , 11.72542,  8.90669, 14.490, 13.187, 11.483, 10.273,  8.711,  7.215,  6.710,  6.390, 2368293487260807040, 2368293487261055488, G 158-50                  ,                  , GJ 1005   ,             , HIP 1242
003.86649433645, -16.13387060207, LM    , G 158-50 B                  , 003.869880269, -16.136571651, 166.6000,   0.3000, FROM:G158-50A                  ,    731.830000000,     12.810000000,   -607.730000000,      5.520000000, FROM:G158-50                  ,          ,          ,                    , M4      , 10,         ,  10.02,         ,         ,       ,       ,       ,       ,  8.131,       ,       ,       ,                    ,                    , G 158-50                  ,                  ,           ,             , 
302.79974487061, -36.10120881230, *     , GJ 783 A                    , 302.802269043, -36.108216537, 166.3272,   0.1065, 2020yCat.1350....0G            ,    458.881738497,      0.099906890,  -1576.732109869,      0.073461910, 2020yCat.1350....0G           , -129.2470,    0.0011, 2018A&A...616A...7S, K2.5    ,  3,  5.03304,       ,  5.50626,  4.40486,       ,  5.440,  5.320,       ,       ,       ,       ,       , 6697578465310949376, 6697578465310949376, GJ 783 A                  ,                  , GJ 783 A  , HD 191408 A , HIP 99461
302.79974487061, -36.10120881230, LM    , GJ 783 B                    , 302.802269043, -36.108216537, 166.3272,   0.1065, FROM:GJ783A                    ,    458.881738497,      0.099906890,  -1576.732109869,      0.073461910, FROM:GJ783A                   ,          ,          ,                    , M3.5    , 10,         ,   9.53,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , GJ 783 B                  ,                  , GJ 783 B  , HD 191408 B , 
049.98187880099, -43.06978199695, *     , HD 20794                    , 050.000343619, -43.066552528, 165.5242,   0.0784, 2020yCat.1350....0G            ,   3035.017315615,      0.081230900,    726.964481585,      0.101254486, 2020yCat.1350....0G           ,   87.8820,    0.0005, 2018A&A...616A...7S, G8      ,  3,  4.06391,       ,  4.44089,  3.50829,  5.200,  4.980,  4.270,  3.650,  3.250,  2.990,  2.600,  2.530, 4847957293277762560, 4847957293278177024, e Eri                     ,                  , GJ 139    , HD 20794    , HIP 15510
050.00034361900, -43.06655252800, Planet, HD 20794 b                  , 050.000343619, -43.066552528, 165.5242,   0.0784, FROM:HD20794                   ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
050.00034361900, -43.06655252800, Planet, HD 20794 d                  , 050.000343619, -43.066552528, 165.5242,   0.0784, FROM:HD20794                   ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
107.50763990153, +38.52946847566, LM    , GJ 268 A                    , 107.505143404, +38.525269420, 165.2147,   0.0636, 2020yCat.1350....0G            ,   -439.420446728,      0.065588385,   -944.793489603,      0.058826566, 2020yCat.1350....0G           ,   37.9000,    0.5000, 2004MNRAS.349.1069K, M5e     ,  3,  9.93466,       , 11.74785,  8.64189,       , 13.260, 11.520, 11.120,       ,  6.731,  6.152,  5.846,  946632924006923776,  946632924007399936, GJ 268 A                  , QY Aur A         , GJ 268 A  ,             , HIP 34603
107.50763990153, +38.52946847566, LM    , GJ 268 B                    , 107.505143404, +38.525269420, 165.2147,   0.0636, FROM:GJ268A                    ,   -439.420446728,      0.065588385,   -944.793489603,      0.058826566, FROM:GJ268A                   ,          ,          ,                    , M5e     , 10,         ,  10.92,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    , GJ 268 B                  , QY Aur B         , GJ 268 B  ,             , 
302.18170363146, -66.18206743548, *     , del Pav                     , 302.195039889, -66.187091284, 163.9544,   0.1222, 2020yCat.1350....0G            ,   1211.760627100,      0.072124690,  -1130.236904955,      0.103279220, 2020yCat.1350....0G           ,  -21.5430,    0.0014, 2018A&A...616A...7S, G8      ,  3,  3.36414,       ,  3.84636,  2.82708,  4.780,  4.320,  3.560,  2.950,  2.610,  2.450,  2.110,  2.040, 6427464325637241728, 6427464123776727168, del Pav                   ,                  , GJ 780    , HD 190248   , HIP 99240
024.23566892501, +09.56314221301, BD    , SIMP J013656.5+093347.3     , 024.241249788, +09.563070455, 163.4478,   0.4629, 2020yCat.1350....0G            ,   1238.243937403,      0.554086300,    -16.155571797,      0.327927770, 2020yCat.1350....0G           ,          ,          ,                    , T2      ,  3, 19.48669,       , 21.10729, 17.64098,       ,       ,       ,       ,       , 13.455, 12.771, 12.562, 2572901021957789568, 2572901021957789568, SIMP J013656.5+093347.3   ,                  ,           ,             , 
144.39533200000, +29.52805300000, BD    , 2MASSI J0937347+293142      , 144.395332000, +29.528053000, 162.8500,   3.8800, 2012ApJS..201...19D            ,    973.000000000,      6.000000000,  -1298.000000000,      5.000000000, 2009AJ....137....1F           ,          ,          ,                    , T7      , 20,         ,  23.94,         ,         ,       ,       ,       ,       ,       , 14.648, 14.703, 15.267,                    ,                    , 2MASSI J0937347+293142    ,                  ,           ,             , 
303.47248437450, -45.16401959775, LM    , HD 191849                   , 303.477390556, -45.164730542, 162.2171,   0.0225, 2020yCat.1350....0G            ,    778.330982115,      0.020046720,   -159.938824973,      0.017635535, 2020yCat.1350....0G           ,  -32.9610,    0.0012, 2018A&A...616A...7S, M0      ,  3,  7.24266,       ,  8.19045,  6.27874, 10.627,  9.419,  7.966,  7.053,  6.124,  5.122,  4.525,  4.281, 6673000841376349696, 6673000841376349696, HD 191849                 ,                  , GJ 784    , HD 191849   , HIP 99701
332.27002287067, +27.19948175914, BD    , WISE J220905.73+271143.9    , 332.275805000, +27.193641000, 161.7000,   2.0000, 2021ApJS..253....7K            ,   1202.200000000,      0.800000000,  -1365.400000000,      0.800000000, 2021ApJS..253....7K           ,          ,          ,                    , Y0      , 20,         ,  24.06,         ,         ,       ,       ,       ,       ,       , 22.580, 22.480,       ,                    ,                    , WISE J220905.73+271143.9  ,                  ,           ,             , 
267.03330341479, +70.87664501357, WD    , EGGR 372                    , 267.016122905, +70.881573814, 160.9952,   0.0119, 2020yCat.1350....0G            ,  -1266.387170798,      0.015870238,   1108.800710470,      0.016470628, 2020yCat.1350....0G           ,          ,          ,                    , DQ9P    ,  3, 13.77820,       , 14.17906, 13.17623,       , 14.550,       , 13.500,       , 12.709, 12.528, 12.507, 1638979384378696704, 1638979384378696704, EGGR 372                  ,                  , GJ 1221   ,             , 
218.57004859366, -12.51955958317, LM    , BD-11 3759                  , 218.568431757, -12.516923854, 159.9225,   0.0546, 2020yCat.1350....0G            ,   -355.138115038,      0.052832775,    593.040150754,      0.043415446, 2020yCat.1350....0G           ,   -1.4260,    0.0057, 2018A&A...616A...7S, M3.5    ,  3,  9.89498,       , 11.56943,  8.64618, 14.041, 12.915, 11.317, 10.093,  8.473,  6.838,  6.262,  5.939, 6324325225803432320, 6324325225803432320, BD-11 3759                , HN Lib           , GJ 555    ,             , HIP 71253
352.96739104711, +19.93725844435, LM    , BD+19 5116 A                , 352.970123755, +19.936992827, 159.6634,   0.0341, 2020yCat.1350....0G            ,    578.008659359,      0.035451487,    -59.768604899,      0.023244390, 2020yCat.1350....0G           ,    0.3100,    0.1800, 2008MNRAS.390..567M, M3.5e   ,  3,  9.04400,       , 10.50731,  7.84636,       , 14.800,       , 12.165,       ,  7.101,  6.555,  6.262, 2824770686019003904, 2824770686019003904, BD+19 5116 A              , EQ Peg A         , GJ 896    ,             , HIP 116132
352.96906390741, +19.93722361855, LM    , BD+19 5116 B                , 352.971675303, +19.937313747, 159.9085,   0.0513, 2020yCat.1350....0G            ,    552.349411962,      0.055147033,     20.274608198,      0.036104545, 2020yCat.1350....0G           ,    3.3400,    0.1600, 2008MNRAS.390..567M, M4e     ,  3, 10.82894,       , 12.70421,  9.53013,       , 14.800,       , 12.165,       ,  7.101,  6.555,  6.262, 2824770686019004032, 2824770686019004032, BD+19 5116 B              , EQ Peg B         , GJ 896 B  ,             , 
229.86177890951, -07.72227485919, LM    , GJ 581                      , 229.856301333, -07.722707024, 158.7183,   0.0301, 2020yCat.1350....0G            ,  -1221.277628965,      0.036651810,    -97.229238619,      0.026740635, 2020yCat.1350....0G           ,   -9.4210,    0.0099, 2018A&A...616A...7S, M3      ,  3,  9.42179,       , 10.81340,  8.25184, 13.403, 11.760, 10.560,  9.461,  8.911,  6.706,  6.095,  5.837, 6322070093095493504, 6322070093095493504, BD-07 4003                , HO Lib           , GJ 581    ,             , HIP 74995
229.85630133300, -07.72270702400, Planet, GJ 581 b                    , 229.856301333, -07.722707024, 158.7183,   0.0301, FROM:GJ581                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
229.85630133300, -07.72270702400, Planet, GJ 581 c                    , 229.856301333, -07.722707024, 158.7183,   0.0301, FROM:GJ581                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
229.85630133300, -07.72270702400, Planet, GJ 581 e                    , 229.856301333, -07.722707024, 158.7183,   0.0301, FROM:GJ581                     ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
211.33862996661, +55.57190558000, BD    , WISE J140518.39+553421.3    , 211.320620000, +55.572896000, 158.2000,   2.6000, 2021ApJS..253....7K            ,  -2334.800000000,      1.200000000,    226.800000000,      1.000000000, 2021ApJS..253....7K           ,          ,          ,                    , Y0(pec?), 20,         ,  24.38,         ,         ,       ,       ,       ,       ,       , 21.060, 21.410, 21.610,                    ,                    , WISE J140518.39+553421.3  ,                  ,           ,             , 
138.59489526344, +52.68660875024, LM    , GJ 338 A                    , 138.583561615, +52.684080167, 157.8879,   0.0197, 2020yCat.1350....0G            ,  -1545.787452060,      0.017731367,   -569.052823523,      0.017665254, 2020yCat.1350....0G           ,   11.2450,    0.0063, 2018A&A...616A...7S, M0      ,  3,  6.97603,       ,  7.86341,  6.04610,       ,  9.388,       ,  6.800,       ,  4.890,  3.987,  3.990, 1022456139210632064, 1022456139210632064, HD 79210                  ,                  , GJ 338 A  , HD 79210    , 
138.60284519639, +52.68636179792, LM    , GJ 338 B                    , 138.591311797, +52.683429442, 157.8825,   0.0211, 2020yCat.1350....0G            ,  -1573.040224455,      0.017991045,   -659.906000812,      0.018531306, 2020yCat.1350....0G           ,   12.1040,    0.0030, 2018A&A...616A...7S, M0      ,  3,  7.05445,       ,  7.95941,  6.11296,       ,  7.966,       ,  6.800,       ,  4.779,  4.043,  4.140, 1022456104850892928, 1022456104850892928, HD 79211                  ,                  , GJ 338 B  , HD 79211    , HIP 120005
138.59131179700, +52.68342944200, Planet, GJ 338 B b                  , 138.591311797, +52.683429442, 157.8825,   0.0211, FROM:GJ338B                    ,                 ,                 ,                 ,                 ,                               ,          ,          ,                    ,         ,   ,         ,       ,         ,         ,       ,       ,       ,       ,       ,       ,       ,       ,                    ,                    ,                           ,                  ,           ,             , 
135.09810882766, +21.83469481601, LM    , LP 368-128                  , 135.095643322, +21.832062597, 157.2686,   0.0535, 2020yCat.1350....0G            ,   -514.942246299,      0.057464220,   -592.253397978,      0.045126263, 2020yCat.1350....0G           ,    8.1140,    0.0710, 2020A&A...636A..36L, M6.5    ,  3, 13.41306,       , 16.35116, 11.95159,       , 17.300, 16.100, 14.090, 11.850,  9.436,  8.836,  8.437,  685103912857072640,  685103912857072640, LP 368-128                ,                  ,           ,             , 
225.83171209784, +25.42216546657, BD    , 2MASS J15031961+2525196     , 225.832142259, +25.424644490, 155.7758,   0.7557, 2020yCat.1350....0G            ,     87.414378261,      0.613015950,    557.780130236,      0.694902540, 2020yCat.1350....0G           ,          ,          ,                    , T5.5    ,  3, 20.30014,       , 21.80563, 18.52333,       ,       ,       ,       ,       , 13.937, 13.856, 13.963, 1267906854386665088, 1267906854386665088, 2MASS J15031961+2525196   ,                  ,           ,             , 
054.89688479198, -35.42878944354, LM    , LP 944-20                   , 054.898570207, -35.427593640, 155.5982,   0.0522, 2020yCat.1350....0G            ,    309.001023725,      0.049672123,    269.058432175,      0.064128240, 2020yCat.1350....0G           ,    7.4300,    0.7200, 2016ApJS..225...10F, M9      ,  3, 15.43957,       , 18.94467, 13.88742,       ,       , 18.690, 16.390, 13.288, 10.725, 10.017,  9.548, 4860376345833699840, 4860376345833699840, LP 944-20                 ,                  ,           ,             , 
088.78971036538, -04.16862926033, WD    , EGGR 45                     , 088.792095558, -04.178927092, 155.2373,   0.0175, 2020yCat.1350....0G            ,    535.248552979,      0.017166171,  -2317.011340219,      0.014939660, 2020yCat.1350....0G           ,   59.0000,   20.0000, 1993AJ....105.1033A, DZ11    ,  3, 14.23667,       , 14.72664, 13.59298,       , 15.490, 14.450, 13.994, 13.538, 13.047, 12.860, 12.777, 3022956969731332096, 3022956969731332096, EGGR 45                   , HL 4             , GJ 9193   ,             , 
184.74749887018, +11.12604812117, LM    , GL Vir                      , 184.741747345, +11.126952372, 154.6999,   0.0445, 2020yCat.1350....0G            ,  -1269.770736627,      0.055529255,    203.444138200,      0.033258410, 2020yCat.1350....0G           ,    5.6810,    0.0530, 2020A&A...636A..36L, M4.5e   ,  3, 11.92611,       , 14.10048, 10.56722,       , 15.680, 13.900, 13.550,       ,  8.525,  7.880,  7.570, 3907283967108054528, 3907283967108054528, GL Vir                    ,                  , GJ 1156   ,             , 
